Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
390090,Saunders,13215,Confirmed Eruption,,0,,,1995,,10,,5,4,Historical Observations,,1996,,4,,16,15,-57.8,-26.483
357090,Copahue,12010,Confirmed Eruption,Agrio Crater,2,,,1995,,9,,16,15,Historical Observations,,,,,,,,-37.856,-71.183
300250,Bezymianny,19370,Confirmed Eruption,,3,?,,1995,,9,<,16,15,Historical Observations,,1995,,10,?,8,,55.972,160.595
263310,Tengger Caldera,16061,Confirmed Eruption,Bromo,1,,,1995,,9,,9,,Historical Observations,,1995,,12,,16,15,-7.942,112.95
355040,Irruputuncu,11828,Confirmed Eruption,,2,,,1995,,9,,1,,Historical Observations,,1995,,9,,26,,-20.73,-68.55
360050,Soufriere Hills,12346,Confirmed Eruption,,3,,,1995,,7,,18,,Historical Observations,,2003,,10,,8,,16.72,-62.18
256010,Tinakula,15204,Confirmed Eruption,,1,?,,1995,,7,,2,182,Historical Observations,,,,,,,,-10.38,165.8
241040,White Island,14491,Confirmed Eruption,Wade Crater,1,,,1995,,6,?,28,,Historical Observations,,1995,,6,?,29,,-37.52,177.18
311110,Kanaga,19722,Confirmed Eruption,,2,?,,1995,,6,?,19,,Historical Observations,,1995,,6,?,23,,51.923,-177.168
243070,Metis Shoal,14767,Confirmed Eruption,,2,,,1995,,6,,6,,Historical Observations,,1995,,6,,23,2,-19.18,-174.87
344070,"Negro, Cerro",10966,Confirmed Eruption,,2,,,1995,,5,,29,,Historical Observations,,1995,,12,,6,,12.506,-86.702
312070,Veniaminof,20171,Confirmed Eruption,Western intracaldera cone,1,,,1995,,4,,17,,Historical Observations,,1995,,4,,17,,56.17,-159.38
390090,Saunders,13214,Confirmed Eruption,,0,,,1995,,4,?,16,15,Historical Observations,,1996,,6,,16,15,-57.8,-26.483
357120,Villarrica,12173,Confirmed Eruption,,1,,,1995,,4,,15,5,Historical Observations,,1995,,6,>,2,,-39.42,-71.93
384010,Fogo,13137,Confirmed Eruption,WSW flank of Pico,2,,,1995,,4,,2,,Historical Observations,,1995,,5,,26,,14.95,-24.35
263340,Raung,16153,Confirmed Eruption,,1,,,1995,,3,,16,15,Historical Observations,,1995,,3,,16,15,-8.119,114.056
263310,Tengger Caldera,16060,Confirmed Eruption,Bromo,1,,,1995,,3,,3,,Historical Observations,,1995,,5,,26,5,-7.942,112.95
257030,Aoba,15236,Confirmed Eruption,Lake Voui,2,,,1995,,3,,2,,Historical Observations,,1995,,3,?,3,,-15.4,167.83
283070,Yakedake,17524,Confirmed Eruption,SE flank (Azusa-gawa),1,,,1995,,2,,11,,Historical Observations,,1995,,2,,11,,36.227,137.587
311310,Makushin,19992,Confirmed Eruption,,1,,,1995,,1,,30,,Historical Observations,,1995,,1,,30,,53.891,-166.923
353010,Fernandina,11675,Confirmed Eruption,SW flank,2,,,1995,,1,,25,,Historical Observations,,1995,,4,?,8,,-0.37,-91.55
343100,San Miguel,10864,Confirmed Eruption,,1,,,1995,,1,,12,,Historical Observations,,1995,,4,,19,,13.434,-88.269
241100,Ruapehu,14664,Confirmed Eruption,,3,,,1995,,1,?,11,,Historical Observations,,1995,,11,,9,,-39.28,175.57
244000,Vailulu'u,14802,Confirmed Eruption,,0,,,1995,,1,,9,,Hydrophonic,,1995,,1,,29,,-14.215,-169.058
341090,Popocatepetl,10550,Confirmed Eruption,,2,,,1994,,12,,21,,Historical Observations,,1995,,10,,5,,19.023,-98.622
260010,Barren Island,15384,Confirmed Eruption,"Central cone summit, SW & S flanks",2,,,1994,,12,<,20,,Historical Observations,,1995,,6,,5,8,12.278,93.858
257040,Ambrym,15290,Confirmed Eruption,Benbow and Marum,1,?,,1994,,12,<,16,15,Historical Observations,,,,,,,,-16.25,168.12
357090,Copahue,12009,Confirmed Eruption,Agrio Crater,2,,,1994,,12,,16,15,Historical Observations,,,,,,,,-37.856,-71.183
345060,Irazu,11232,Confirmed Eruption,Upper NW flank,2,,,1994,,12,,8,,Historical Observations,,1994,,12,,8,,9.979,-83.852
273010,Bulusan,16769,Confirmed Eruption,,2,,,1994,,11,,27,,Historical Observations,,1995,,1,>,28,,12.77,124.05
355100,Lascar,11871,Confirmed Eruption,,2,,,1994,,11,,13,,Historical Observations,,1995,,7,,20,,-23.37,-67.73
311240,Cleveland,19814,Confirmed Eruption,,1,?,,1994,,10,,20,,Historical Observations,,1994,,10,,20,,52.825,-169.944
261230,Dempo,15573,Confirmed Eruption,,1,,,1994,,10,,16,15,Historical Observations,,1994,,10,,16,15,-4.03,103.13
357120,Villarrica,12172,Confirmed Eruption,,1,,,1994,,9,,26,,Historical Observations,,1994,,12,,30,,-39.42,-71.93
252140,Rabaul,15096,Confirmed Eruption,Tavurvur and Vulcan,4,?,,1994,,9,,19,,Historical Observations,,1995,,4,,16,,-4.271,152.203
222120,"Lengai, Ol Doinyo",14024,Confirmed Eruption,North Crater,1,,,1994,,9,,18,,Historical Observations,,2006,,7,?,16,15,-2.764,35.914
300260,Klyuchevskoy,19472,Confirmed Eruption,,3,,,1994,,9,,8,,Historical Observations,,1995,,1,>,14,,56.056,160.642
284120,Ioto,18419,Confirmed Eruption,NE side,1,,,1994,,8,,22,,Historical Observations,,1994,,8,,22,,24.751,141.289
264010,Batur,16204,Confirmed Eruption,Batur III,1,,,1994,,8,,7,,Historical Observations,,1994,,8,>,14,,-8.242,115.375
344040,Telica,10933,Confirmed Eruption,,2,,,1994,,7,,31,,Historical Observations,,1994,,8,,12,,12.606,-86.84
341040,Colima,10474,Confirmed Eruption,West of 1987 explosion crater,1,,,1994,,7,,21,,Historical Observations,,1994,,7,,21,,19.514,-103.62
355100,Lascar,11870,Confirmed Eruption,,2,,,1994,,7,,20,,Historical Observations,,1994,,7,,26,,-23.37,-67.73
263340,Raung,16152,Confirmed Eruption,,1,,,1994,,7,,14,,Historical Observations,,1994,,7,,14,,-8.119,114.056
300250,Bezymianny,19369,Confirmed Eruption,,2,,,1994,,7,,7,,Historical Observations,,1994,,10,,5,4,55.972,160.595
223020,Nyamuragira,14077,Confirmed Eruption,West flank (Kimera) and summit,2,?,,1994,,7,,4,,Historical Observations,,1994,,8,>,25,,-1.408,29.2
223030,Nyiragongo,14105,Confirmed Eruption,,1,,,1994,,6,,23,,Historical Observations,,1996,,3,?,16,15,-1.52,29.25
211060,Etna,13831,Confirmed Eruption,"Central Crater, NE Crater, SE Crater",3,,,1994,,6,,17,,Historical Observations,,2001,,7,,17,,37.748,14.999
264030,Rinjani,16224,Confirmed Eruption,Gunung Barujari,3,?,,1994,,6,,3,,Historical Observations,,1994,,11,,21,,-8.42,116.47
311240,Cleveland,19813,Confirmed Eruption,,3,,,1994,,5,,25,,Historical Observations,,1994,,5,,25,,52.825,-169.944
357110,Llaima,12069,Confirmed Eruption,"SE side summit crater, upper SW flank",2,,,1994,,5,,17,,Historical Observations,,1994,,8,,30,,-38.692,-71.729
282110,Asosan,17347,Confirmed Eruption,Naka-dake,2,,,1994,,5,,2,,Historical Observations,,1995,,11,,16,15,32.884,131.104
252120,Ulawun,15061,Confirmed Eruption,,1,,,1994,,4,?,19,,Historical Observations,,1994,,6,,16,15,-5.05,151.33
262000,Krakatau,15618,Confirmed Eruption,Anak Krakatau,2,,,1994,,3,,19,,Historical Observations,,1995,,6,>,16,15,-6.102,105.423
345040,Poas,11187,Confirmed Eruption,,2,,,1994,,3,?,16,15,Historical Observations,,1994,,10,?,16,15,10.2,-84.233
263350,Ijen,16174,Confirmed Eruption,Kawah Ijen,1,,,1994,,2,,3,,Historical Observations,,1994,,2,,3,,-8.058,114.242
268060,Gamalama,16673,Confirmed Eruption,,2,,,1994,,1,,16,15,Historical Observations,,1994,,10,>,15,,0.8,127.33
311110,Kanaga,19721,Confirmed Eruption,,2,,,1994,,1,,5,4,Historical Observations,,1994,,11,,26,4,51.923,-177.168
355100,Lascar,11869,Confirmed Eruption,,2,,,1993,,12,,17,,Historical Observations,,1994,,2,,27,,-23.37,-67.73
353040,Alcedo,11696,Confirmed Eruption,South caldera wall,1,,,1993,,12,,5,20,Historical Observations,,,,,,,,-0.43,-91.12
251050,Long Island,14965,Confirmed Eruption,E-W fissure NNE of Motmot Island,1,,,1993,,11,?,3,,Historical Observations,,1993,,11,,25,5,-5.358,147.12
300250,Bezymianny,19368,Confirmed Eruption,,3,,,1993,,10,,21,,Historical Observations,,1994,,2,,4,4,55.972,160.595
264250,Iliwerung,16349,Confirmed Eruption,Hobal (submarine vent on SE flank),2,,,1993,,9,,15,,Historical Observations,,1993,,9,,19,,-8.53,123.57
311360,Shishaldin,20091,Confirmed Eruption,,2,,,1993,,9,,4,,Historical Observations,,1993,,10,,29,,54.756,-163.97
272020,Kanlaon,16745,Confirmed Eruption,,2,,,1993,,8,,25,,Historical Observations,,1993,,9,,3,,10.412,123.132
311310,Makushin,19991,Confirmed Eruption,,1,,,1993,,8,,16,15,Historical Observations,,1994,,1,?,19,,53.891,-166.923
211060,Etna,13827,Confirmed Eruption,"Central Crater, NE Crater",1,,,1993,,8,,3,,Historical Observations,,1993,,10,,13,,37.748,14.999
312070,Veniaminof,20170,Confirmed Eruption,Western cone and Half Cone,2,,,1993,,7,,30,,Historical Observations,,1994,,9,?,28,,56.17,-159.38
263350,Ijen,16173,Confirmed Eruption,Kawah Ijen,1,,,1993,,7,,3,,Historical Observations,,1993,,8,,1,,-8.058,114.242
331020,CoAxial Segment,20712,Confirmed Eruption,"N end CoAxial segment, Juan de Fuca Ridge",0,,,1993,,6,,26,,Historical Observations,,1993,,7,?,4,,46.52,-129.58
264220,Iliboleng,16328,Confirmed Eruption,,1,?,,1993,,6,?,16,15,Historical Observations,,1993,,7,,16,15,-8.342,123.258
344100,Masaya,11032,Confirmed Eruption,Santiago,1,,,1993,,6,,16,,Historical Observations,,1994,,11,>,16,15,11.984,-86.161
311180,Seguam,19782,Confirmed Eruption,Near Pyre Peak,2,,,1993,,5,,28,,Historical Observations,,1993,,8,>,31,,52.315,-172.51
268060,Gamalama,16672,Confirmed Eruption,,2,,,1993,,5,,6,,Historical Observations,,1993,,5,,21,,0.8,127.33
263340,Raung,16151,Confirmed Eruption,,1,,,1993,,4,,1,90,Historical Observations,,,,,,,,-8.119,114.056
352020,Guagua Pichincha,11494,Confirmed Eruption,1981 crater,1,,,1993,,3,,9,,Historical Observations,,1993,,3,,12,,-0.171,-78.598
273083,Pinatubo,16869,Confirmed Eruption,Caldera floor,1,,,1993,,2,,16,15,Historical Observations,,1993,,7,?,16,15,15.13,120.35
211060,Etna,13826,Confirmed Eruption,NE Crater,1,,,1993,,2,,3,,Historical Observations,,1993,,2,,3,,37.748,14.999
273030,Mayon,16807,Confirmed Eruption,,2,?,,1993,,2,,2,,Historical Observations,,1993,,4,,4,,13.257,123.685
355100,Lascar,11868,Confirmed Eruption,Western crater of east summit cone,4,,,1993,,1,,30,,Historical Observations,,1993,,8,,16,15,-23.37,-67.73
341021,Socorro,10377,Confirmed Eruption,Submarine vent 3 km W of Punta Tosca,0,,,1993,,1,,29,,Historical Observations,,1994,,2,,24,4,18.78,-110.95
263200,Dieng Volcanic Complex,15789,Confirmed Eruption,Near Pandawa Lima temples,1,,,1993,,1,,23,,Historical Observations,,1993,,1,?,23,,-7.2,109.879
284170,Pagan,18520,Confirmed Eruption,North Pagan,2,,,1993,,1,,15,5,Historical Observations,,1993,,11,>,16,15,18.13,145.8
351080,Galeras,11374,Confirmed Eruption,"Summit crater, west, SW, & south rims",2,,,1993,,1,,14,,Historical Observations,,1993,,6,,7,,1.22,-77.37
252120,Ulawun,15060,Confirmed Eruption,,2,,,1993,,1,,12,,Historical Observations,,1993,,1,?,31,,-5.05,151.33
234010,Heard,14408,Confirmed Eruption,Mawson Peak,2,?,,1993,,1,,2,15,Historical Observations,,,,,,,,-53.106,73.513
311180,Seguam,19781,Confirmed Eruption,Pyre Peak (1.5 km south of summit),2,,,1992,,12,,27,,Historical Observations,,1992,,12,,30,,52.315,-172.51
311320,Akutan,20038,Confirmed Eruption,,1,,,1992,,12,,18,,Historical Observations,,,,,,,,54.134,-165.986
234011,McDonald Islands,14395,Confirmed Eruption,Submarine vent near McDonald Islands,0,,,1992,,12,,16,15,Historical Observations,,,,,,,,-53.03,72.6
284130,Fukutoku-Oka-no-Ba,18458,Confirmed Eruption,,1,,,1992,,11,,10,,Historical Observations,,1993,,9,?,9,,24.285,141.481
262000,Krakatau,15617,Confirmed Eruption,Anak Krakatau,1,,,1992,,11,,7,,Historical Observations,,1993,,10,,16,15,-6.102,105.423
345040,Poas,11186,Confirmed Eruption,,0,,,1992,,10,,16,15,Historical Observations,,1993,,9,,16,15,10.2,-84.233
300260,Klyuchevskoy,19471,Confirmed Eruption,,2,,,1992,,9,,12,,Historical Observations,,1993,,9,,12,1,56.056,160.642
357120,Villarrica,12171,Confirmed Eruption,,1,,,1992,,9,,11,,Historical Observations,,1992,,12,>,16,15,-39.42,-71.93
233020,"Fournaise, Piton de la",14375,Confirmed Eruption,Dolomieu and upper SE flank,1,,,1992,,8,,27,,Historical Observations,,1992,,9,,23,,-21.244,55.708
357110,Llaima,12068,Confirmed Eruption,,1,,,1992,,8,,23,,Historical Observations,,1992,,9,,2,,-38.692,-71.729
357090,Copahue,12008,Confirmed Eruption,Agrio Crater,2,,,1992,,7,,22,,Historical Observations,,1993,,7,,2,182,-37.856,-71.183
273083,Pinatubo,16868,Confirmed Eruption,Center of caldera lake,1,,,1992,,7,<,9,,Historical Observations,,1992,,10,,30,,15.13,120.35
311300,Bogoslof,19863,Confirmed Eruption,North tip of island (NE of 1927 dome),3,,,1992,,7,,6,,Historical Observations,,1992,,7,,24,,53.93,-168.03
313040,Spurr,20399,Confirmed Eruption,South flank (Crater Peak),4,,,1992,,6,,27,,Historical Observations,,1992,,9,,17,,61.299,-152.251
272020,Kanlaon,16744,Confirmed Eruption,,2,,,1992,,6,,10,,Historical Observations,,1992,,6,,10,,10.412,123.132
234010,Heard,14407,Confirmed Eruption,Mawson Peak,0,,,1992,,5,?,29,,Historical Observations,,,,,,,,-53.106,73.513
282110,Asosan,17346,Confirmed Eruption,Naka-dake,2,,,1992,,4,,23,,Historical Observations,,1993,,6,?,10,,32.884,131.104
284170,Pagan,18519,Confirmed Eruption,North Pagan,1,?,,1992,,4,,13,,Historical Observations,,1992,,4,,13,,18.13,145.8
344070,"Negro, Cerro",10965,Confirmed Eruption,,3,,,1992,,4,,9,,Historical Observations,,1992,,4,,14,,12.506,-86.702
267040,Awu,16569,Confirmed Eruption,SE part of summit crater,1,,,1992,,4,,7,9,Historical Observations,,,,,,,,3.67,125.5
300250,Bezymianny,19367,Confirmed Eruption,,2,,,1992,,3,,12,,Historical Observations,,1992,,6,,12,,55.972,160.595
311320,Akutan,20037,Confirmed Eruption,,2,,,1992,,3,,8,,Historical Observations,,1992,,5,,21,,54.134,-165.986
345040,Poas,11185,Confirmed Eruption,,1,,,1992,,2,,16,15,Historical Observations,,1992,,3,,16,15,10.2,-84.233
241100,Ruapehu,14662,Confirmed Eruption,,1,,,1992,,2,,8,,Historical Observations,,1992,,3,,6,,-39.28,175.57
300260,Klyuchevskoy,19470,Confirmed Eruption,,2,,,1992,,1,,25,,Historical Observations,,1992,,5,?,25,,56.056,160.642
263250,Merapi,15922,Confirmed Eruption,NW of 1984 lava dome,2,,,1992,,1,,20,,Historical Observations,,2002,,10,?,19,,-7.542,110.442
272020,Kanlaon,16743,Confirmed Eruption,,1,,,1992,,1,,8,,Historical Observations,,1992,,1,,8,,10.412,123.132
211060,Etna,13825,Confirmed Eruption,SE flank (3100-2800 m and 2400-2100 m),2,,,1991,,12,,14,,Historical Observations,,1993,,3,,30,,37.748,14.999
282090,Kirishimayama,17162,Confirmed Eruption,Shinmoe-dake,1,,,1991,,12,,1,,Historical Observations,,1992,,4,,19,,31.934,130.862
334050,Northern EPR at 9.8°N,10345,Confirmed Eruption,East Pacific Rise (9.9 deg N),0,,,1991,,12,,1,30,Historical Observations,,1992,,2,,4,30,9.83,-104.3
311340,Westdahl,20046,Confirmed Eruption,ENE flank (1560-760 m),3,,,1991,,11,,29,,Historical Observations,,1992,,1,,14,,54.518,-164.65
264220,Iliboleng,16327,Confirmed Eruption,,1,,,1991,,11,,3,,Historical Observations,,1991,,11,,15,,-8.342,123.258
355100,Lascar,11867,Confirmed Eruption,,2,,,1991,,10,,21,,Historical Observations,,1992,,5,?,23,,-23.37,-67.73
353080,Marchena,11730,Confirmed Eruption,West to SW caldera rim,2,,,1991,,9,,25,,Historical Observations,,1991,,11,?,16,15,0.33,-90.47
223020,Nyamuragira,14076,Confirmed Eruption,NE flank 1530 m (Mikombe),3,,,1991,,9,,20,,Historical Observations,,1993,,2,,8,,-1.408,29.2
311320,Akutan,20036,Confirmed Eruption,,2,,,1991,,9,,15,,Historical Observations,,1991,,10,,29,1,54.134,-165.986
263340,Raung,16150,Confirmed Eruption,,2,,,1991,,9,,10,,Historical Observations,,1991,,11,?,12,,-8.119,114.056
357120,Villarrica,12170,Confirmed Eruption,,2,,,1991,,8,,30,,Historical Observations,,1991,,9,,17,,-39.42,-71.93
358057,"Hudson, Cerro",12299,Confirmed Eruption,NW caldera rim and SW caldera floor,5,+,,1991,,8,,8,,Historical Observations,,1991,,10,,27,,-45.9,-72.97
233020,"Fournaise, Piton de la",14374,Confirmed Eruption,Dolomieu and upper east flank,0,,,1991,,7,,19,,Historical Observations,,1991,,7,,20,,-21.244,55.708
233010,Karthala,14204,Confirmed Eruption,Choungou-Chahalé (Choungou-Chamadji),2,,,1991,,7,,11,,Historical Observations,,1991,,7,,11,,-11.75,43.38
241100,Ruapehu,14661,Confirmed Eruption,,1,,,1991,,7,?,5,,Historical Observations,,1991,,7,?,14,,-39.28,175.57
261030,Peuet Sague,15376,Confirmed Eruption,,2,,,1991,,7,,2,182,Historical Observations,,,,,,,,4.914,96.329
267020,Karangetang,16535,Confirmed Eruption,,2,,,1991,,7,<,2,,Historical Observations,,1993,,12,>,31,,2.781,125.407
243070,Metis Shoal,14766,Confirmed Eruption,,0,,,1991,,6,<,24,,Historical Observations,,,,,,,,-19.18,-174.87
266030,Soputan,16432,Confirmed Eruption,,2,,,1991,,5,,22,,Historical Observations,,1996,,9,>,29,,1.112,124.737
266100,Lokon-Empung,16459,Confirmed Eruption,Tompaluan,3,,,1991,,5,,17,,Historical Observations,,1992,,1,,16,15,1.358,124.792
283040,Ontakesan,20963,Confirmed Eruption,1979 Crater #7,0,,,1991,,5,,13,,Historical Observations,,1991,,5,,16,,35.893,137.48
264180,Lewotobi,16298,Confirmed Eruption,Lewotobi Lakilaki,1,,,1991,,5,,11,,Historical Observations,,1992,,12,>,31,,-8.542,122.775
264220,Iliboleng,16326,Confirmed Eruption,,1,,,1991,,5,,8,,Historical Observations,,1991,,6,>,30,,-8.342,123.258
345020,Rincon de la Vieja,11104,Confirmed Eruption,,2,,,1991,,5,,7,,Historical Observations,,1992,,9,,16,15,10.83,-85.324
255060,Kavachi,15173,Confirmed Eruption,,2,,,1991,,5,<,4,,Historical Observations,,1991,,9,,16,15,-8.991,157.979
353010,Fernandina,11674,Confirmed Eruption,Base of ESE and NW caldera wall,2,?,,1991,,4,,19,,Historical Observations,,1991,,4,,24,,-0.37,-91.55
300260,Klyuchevskoy,19469,Confirmed Eruption,,2,,,1991,,4,,8,,Historical Observations,,1991,,6,?,24,,56.056,160.642
273083,Pinatubo,16867,Confirmed Eruption,Lower north flank and summit,6,,,1991,,4,,2,,Historical Observations,,1991,,9,,2,,15.13,120.35
260010,Barren Island,15383,Confirmed Eruption,Central cone summit and NE flank,2,,,1991,,4,,1,,Historical Observations,,1991,,10,,31,7,12.278,93.858
264071,Ranakah,16255,Confirmed Eruption,Anak Ranakah,1,,,1991,,3,<,16,15,Historical Observations,,,,,,,,-8.62,120.52
334050,Northern EPR at 9.8°N,10344,Confirmed Eruption,East Pacific Rise (9.8 deg N),0,,,1991,,3,?,16,15,Historical Observations,,,,,,,,9.83,-104.3
345040,Poas,11184,Confirmed Eruption,,1,,,1991,,3,,6,,Historical Observations,,1991,,9,,16,15,10.2,-84.233
341040,Colima,10473,Confirmed Eruption,,2,,,1991,,3,,1,,Historical Observations,,1991,,10,,16,15,19.514,-103.62
272020,Kanlaon,16742,Confirmed Eruption,,2,,,1991,,2,,14,,Historical Observations,,1991,,2,,14,,10.412,123.132
357040,Planchon-Peteroa,11945,Confirmed Eruption,Peteroa,2,,,1991,,2,,9,,Historical Observations,,1991,,3,,2,2,-35.223,-70.568
372070,Hekla,12753,Confirmed Eruption,"Summit, SW, SE & NE flank fissures",3,,,1991,,1,,17,,Historical Observations,,1991,,3,,11,,63.983,-19.666
290380,Ebeko,18876,Confirmed Eruption,Northern crater,1,,,1991,,1,,16,15,Historical Observations,,1991,,1,,16,15,50.686,156.014
300100,Avachinsky,19103,Confirmed Eruption,,2,,,1991,,1,,13,,Historical Observations,,1991,,1,,30,,53.256,158.836
261170,Kerinci,15521,Confirmed Eruption,,2,,,1990,,12,,31,365,Historical Observations,,,,,,,,-1.697,101.264
355100,Lascar,11866,Confirmed Eruption,,1,,,1990,,11,,24,,Historical Observations,,1990,,11,,24,,-23.37,-67.73
282100,Unzendake,17181,Confirmed Eruption,Fugen-dake,1,,,1990,,11,,17,,Historical Observations,,1995,,2,,16,15,32.761,130.299
321050,St. Helens,20559,Confirmed Eruption,North side of lava dome,3,?,,1990,,11,,5,,Historical Observations,,1991,,2,,14,,46.2,-122.18
284010,Izu-Oshima,18244,Confirmed Eruption,Mihara-yama (1987 summit crater),2,,,1990,,10,,4,,Historical Observations,,1990,,10,,4,,34.724,139.394
257040,Ambrym,15289,Confirmed Eruption,"Mbwelesu, Niri Mbwelesu, Niri Taten",2,,,1990,,9,<,16,15,Historical Observations,,1991,,7,>,16,15,-16.25,168.12
311320,Akutan,20035,Confirmed Eruption,,2,,,1990,,9,,6,,Historical Observations,,1990,,10,,1,,54.134,-165.986
283110,Asamayama,17808,Confirmed Eruption,,2,,,1990,,7,,20,,Historical Observations,,1990,,7,,20,,36.406,138.523
334120,Southern EPR-Segment K,10357,Confirmed Eruption,,0,,,1990,2,7,,2,182,Historical Observations,,,,,,,,-17.436,-113.206
357150,Puyehue-Cordon Caulle,12216,Confirmed Eruption,Cordón Caulle,1,,,1990,,7,,2,182,Historical Observations,,,,,,,,-40.59,-72.117
241100,Ruapehu,14660,Confirmed Eruption,,0,,,1990,,6,,17,,Historical Observations,,1990,,9,<,8,,-39.28,175.57
311020,Kiska,19667,Confirmed Eruption,Upper NW? flank,2,,,1990,,6,,1,,Historical Observations,,1990,,6,?,1,,52.103,177.602
242050,Monowai,14712,Confirmed Eruption,,0,,,1990,,5,,30,,Hydrophonic,,1991,,3,,25,,-25.887,-177.188
354006,Sabancaya,11750,Confirmed Eruption,,3,,,1990,,5,,28,,Historical Observations,,1998,,9,?,16,15,-15.787,-71.857
268060,Gamalama,16670,Confirmed Eruption,,3,?,,1990,,4,,25,,Historical Observations,,1990,,4,,26,,0.8,127.33
352020,Guagua Pichincha,11493,Confirmed Eruption,1981 crater,1,,,1990,,4,,16,,Historical Observations,,1990,,5,,10,,-0.171,-78.598
282030,Suwanosejima,16941,Confirmed Eruption,O-take,2,,,1990,,4,,16,15,Historical Observations,,1996,,7,,14,,29.638,129.714
360160,Kick 'em Jenny,12467,Confirmed Eruption,,0,,,1990,,3,,26,,Hydrophonic,,1990,,3,,28,,12.3,-61.64
312030,Pavlof,20150,Confirmed Eruption,,2,?,,1990,,3,,5,,Historical Observations,,1990,,3,,5,,55.417,-161.894
357110,Llaima,12067,Confirmed Eruption,,1,,,1990,,2,,25,,Historical Observations,,1990,,11,,25,,-38.692,-71.729
263280,Kelut,15957,Confirmed Eruption,,4,,,1990,,2,,10,,Historical Observations,,1990,,3,,13,45,-7.93,112.308
300250,Bezymianny,19366,Confirmed Eruption,,3,,,1990,,1,,29,,Historical Observations,,1991,,11,,29,,55.972,160.595
264180,Lewotobi,16297,Confirmed Eruption,Lewotabi Lakilaki,1,,,1990,,1,,28,,Historical Observations,,1990,,6,,16,15,-8.542,122.775
311320,Akutan,20034,Confirmed Eruption,,2,,,1990,,1,,26,5,Historical Observations,,1990,,1,,26,5,54.134,-165.986
233020,"Fournaise, Piton de la",14373,Confirmed Eruption,Dolomieu and SE flank,0,,,1990,,1,,18,,Historical Observations,,1990,,5,,8,,-21.244,55.708
263340,Raung,16149,Confirmed Eruption,,2,,,1990,,1,<,16,,Historical Observations,,1990,,12,>,16,15,-8.119,114.056
300270,Sheveluch,19585,Confirmed Eruption,,3,,,1990,,1,,10,,Historical Observations,,1995,,2,,16,15,56.653,161.36
241100,Ruapehu,14659,Confirmed Eruption,,1,,,1990,,1,,7,,Historical Observations,,1990,,1,,26,,-39.28,175.57
351080,Galeras,11373,Confirmed Eruption,,2,,,1990,,1,,7,,Historical Observations,,1992,,7,,16,,1.22,-77.37
342110,Pacaya,10762,Confirmed Eruption,MacKenney Crater and flank vents,3,,,1990,,1,?,4,,Historical Observations,,2000,,3,,1,,14.382,-90.601
211060,Etna,13821,Confirmed Eruption,SE and NE Craters,3,,,1989,,12,,16,,Historical Observations,,1992,,5,,23,,37.748,14.999
313030,Redoubt,20390,Confirmed Eruption,North end of summit crater (2470 m),3,,,1989,,12,,14,,Historical Observations,,1990,,6,?,20,,60.485,-152.742
321050,St. Helens,20558,Confirmed Eruption,North side of lava dome,2,,,1989,,12,,7,,Historical Observations,,1990,,1,,6,,46.2,-122.18
272020,Kanlaon,16741,Confirmed Eruption,,2,,,1989,,10,,25,,Historical Observations,,1989,,12,>,13,,10.412,123.132
284142,Supply Reef,18477,Confirmed Eruption,"Volcano Uncertain: NW of Supply Reef (~20.3 N, 144.9E)",0,,,1989,,9,,21,,Hydrophonic,,1989,,12,,27,,20.13,145.1
211060,Etna,13820,Confirmed Eruption,"SE Crater, SE and NE flanks",2,,,1989,,9,,11,,Historical Observations,,1989,,10,,9,,37.748,14.999
311070,Gareloi,19688,Confirmed Eruption,,1,,,1989,,8,,17,,Historical Observations,,,,,,,,51.79,-178.794
256010,Tinakula,15203,Confirmed Eruption,,1,,,1989,,8,<,16,15,Historical Observations,,1990,,2,>,16,15,-10.38,165.8
300250,Bezymianny,19365,Confirmed Eruption,,2,,,1989,,8,,1,,Historical Observations,,1989,,8,,4,,55.972,160.595
267020,Karangetang,16534,Confirmed Eruption,,1,,,1989,,7,,16,15,Historical Observations,,1989,,7,,16,15,2.781,125.407
283010,Izu-Tobu,17379,Confirmed Eruption,Teishi-kaikyu (4 km NE of Ito City),1,,,1989,,7,,13,,Historical Observations,,1989,,7,,13,,34.9,139.098
241100,Ruapehu,14658,Confirmed Eruption,,1,,,1989,,7,,1,,Historical Observations,,1989,,9,?,20,,-39.28,175.57
224010,Cameroon,14133,Confirmed Eruption,NE flank (2860 m),1,?,,1989,,5,,29,,Historical Observations,,1989,,5,,29,,4.203,9.17
290070,Etorofu-Yakeyama [Grozny Group],18754,Confirmed Eruption,Ivan Grozny,2,,,1989,,5,,3,,Historical Observations,,1989,,8,,5,4,45.012,147.871
223020,Nyamuragira,14075,Confirmed Eruption,"Summit, SE and East flank",3,,,1989,,4,,24,,Historical Observations,,1989,,8,,15,5,-1.408,29.2
257040,Ambrym,15288,Confirmed Eruption,"Marum, Benbow, Niri Mbwelesu Taten",2,,,1989,,4,,24,,Historical Observations,,1989,,12,,23,,-16.25,168.12
